4485,GLLBaseLine,accept,3711,3426,9949,1384,424,137,2300,4046,0,3458,3026,7555,1384,424,48,0,0,1986,599.796
2278,GLLBaseLine,accept,1306,841,2664,296,267,73,1479,1962,0,1179,644,1896,296,267,28,0,0,745,142.788
2397,GLLBaseLine,accept,1313,806,2541,305,259,58,1248,1644,0,1198,620,1878,305,259,21,0,0,665,106.202
2608,GLLBaseLine,accept,945,1292,3580,262,292,71,3665,6298,0,731,801,1599,262,292,32,0,0,2822,1172.672
812,GLLBaseLine,accept,367,537,1674,66,63,27,3553,5516,0,342,436,1295,66,63,18,0,0,1867,613.982
413,GLLBaseLine,accept,98,102,278,30,33,19,861,1089,0,85,78,170,30,33,11,0,0,261,37.292
375,GLLBaseLine,accept,108,101,253,29,30,14,677,784,0,99,87,205,29,30,8,0,0,161,23.395
313,GLLBaseLine,accept,71,69,179,21,23,12,444,531,0,60,52,114,21,23,5,0,0,124,14.495
580,GLLBaseLine,accept,179,169,546,45,46,29,1483,2021,0,150,125,289,45,46,18,0,0,523,89.768
451,GLLBaseLine,accept,186,176,458,49,55,28,1285,1640,0,175,154,354,49,55,20,0,0,381,67.036
806,GLLBaseLine,accept,355,335,1433,69,76,52,2939,4705,0,299,248,616,69,76,35,0,0,1522,563.633
1507,GLLBaseLine,accept,1114,621,2267,224,216,48,946,1696,0,1009,480,1542,224,216,19,0,0,851,117.680
505,GLLBaseLine,accept,229,210,672,50,54,28,1411,2036,0,190,160,394,50,54,16,0,0,570,87.236
206,GLLBaseLine,accept,67,62,169,15,18,15,310,364,0,58,45,108,15,18,9,0,0,80,7.701
492,GLLBaseLine,accept,112,113,286,37,38,15,916,1158,0,98,90,196,37,38,8,0,0,274,42.214
127,GLLBaseLine,accept,52,44,117,11,14,10,158,177,0,47,33,85,11,14,6,0,0,43,2.956
461,GLLBaseLine,accept,130,135,343,45,47,25,477,596,0,110,107,218,45,47,16,0,0,152,16.187
384,GLLBaseLine,accept,165,172,494,46,60,15,1254,1694,0,146,142,318,46,60,4,0,0,408,74.711
87,GLLBaseLine,accept,30,32,81,7,10,8,126,143,0,22,20,43,7,10,3,0,0,37,1.997
522,GLLBaseLine,accept,310,274,764,76,97,17,1230,1639,0,285,237,562,76,97,6,0,0,393,69.394
